,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Day_of_Year,Year,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm)
0,-114.01,51.12,CALGARY INTL A,3031092,2022-01-01,1,2022,1,-0.3,-25.3,-12.8,30.8,0.0,0.0,0.0,0.0
1,-114.01,51.12,CALGARY INTL A,3031092,2022-01-02,2,2022,2,1.4,-14.8,-6.7,24.7,0.0,0.0,0.2,0.2
2,-114.01,51.12,CALGARY INTL A,3031092,2022-01-03,3,2022,3,-14.7,-25.2,-20.0,38.0,0.0,0.0,0.6,0.4
3,-114.01,51.12,CALGARY INTL A,3031092,2022-01-04,4,2022,4,-24.4,-29.0,-26.7,44.7,0.0,0.0,2.3,2.0
4,-114.01,51.12,CALGARY INTL A,3031092,2022-01-05,5,2022,5,-24.1,-28.6,-26.4,44.4,0.0,0.0,0.0,0.0
5,-114.01,51.12,CALGARY INTL A,3031092,2022-01-06,6,2022,6,-23.4,-29.7,-26.6,44.6,0.0,0.0,0.0,0.0
6,-114.01,51.12,CALGARY INTL A,3031092,2022-01-07,7,2022,7,-22.3,-24.2,-23.3,41.3,0.0,0.0,0.0,0.0
7,-114.01,51.12,CALGARY INTL A,3031092,2022-01-08,8,2022,8,-14.4,-24.1,-19.3,37.3,0.0,0.0,0.0,0.0
8,-114.01,51.12,CALGARY INTL A,3031092,2022-01-09,9,2022,9,3.4,-24.1,-10.4,28.4,0.0,0.0,0.0,0.0
9,-114.01,51.12,CALGARY INTL A,3031092,2022-01-10,10,2022,10,9.1,-7.1,1.0,17.0,0.0,0.0,0.0,0.0
10,-114.01,51.12,CALGARY INTL A,3031092,2022-01-11,11,2022,11,9.3,-5.4,2.0,16.0,0.0,0.0,0.0,0.0
11,-114.01,51.12,CALGARY INTL A,3031092,2022-01-12,12,2022,12,9.8,-0.2,4.8,13.2,0.0,0.0,0.0,0.0
12,-114.01,51.12,CALGARY INTL A,3031092,2022-01-13,13,2022,13,10.1,-2.0,4.1,13.9,0.0,0.0,0.0,0.0
13,-114.01,51.12,CALGARY INTL A,3031092,2022-01-14,14,2022,14,8.3,-1.7,3.3,14.7,0.0,0.0,0.0,0.0
14,-114.01,51.12,CALGARY INTL A,3031092,2022-01-15,15,2022,15,9.7,-1.3,4.2,13.8,0.0,0.0,0.0,0.0
15,-114.01,51.12,CALGARY INTL A,3031092,2022-01-16,16,2022,16,7.7,-5.4,1.2,16.8,0.0,0.0,0.0,0.0
16,-114.01,51.12,CALGARY INTL A,3031092,2022-01-17,17,2022,17,11.4,-11.1,0.2,17.8,0.0,0.0,0.0,0.0
17,-114.01,51.12,CALGARY INTL A,3031092,2022-01-18,18,2022,18,-11.2,-18.1,-14.7,32.7,0.0,0.0,0.2,0.2
18,-114.01,51.12,CALGARY INTL A,3031092,2022-01-19,19,2022,19,-11.1,-20.8,-16.0,34.0,0.0,0.0,0.0,0.0
