,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Day_of_Year,Year,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm)
0,-114.01,51.12,CALGARY INTL A,3031092,2017-01-01,1,2017,1,-7.8,-17.4,-12.6,30.6,0.0,0.0,3.6,2.0
1,-114.01,51.12,CALGARY INTL A,3031092,2017-01-02,2,2017,2,-16.1,-26.1,-21.1,39.1,0.0,0.0,0.0,0.0
2,-114.01,51.12,CALGARY INTL A,3031092,2017-01-03,3,2017,3,-15.5,-22.4,-19.0,37.0,0.0,0.1,0.4,0.3
3,-114.01,51.12,CALGARY INTL A,3031092,2017-01-04,4,2017,4,-7.2,-17.2,-12.2,30.2,0.0,0.0,0.0,0.0
4,-114.01,51.12,CALGARY INTL A,3031092,2017-01-05,5,2017,5,-3.5,-15.8,-9.7,27.7,0.0,0.0,2.2,1.2
5,-114.01,51.12,CALGARY INTL A,3031092,2017-01-06,6,2017,6,-9.9,-17.0,-13.5,31.5,0.0,0.003448275862068966,3.0,1.6
6,-114.01,51.12,CALGARY INTL A,3031092,2017-01-07,7,2017,7,-14.9,-19.2,-17.1,35.1,0.0,0.0,0.4,0.4
7,-114.01,51.12,CALGARY INTL A,3031092,2017-01-08,8,2017,8,-17.4,-19.8,-18.6,36.6,0.0,0.0,0.0,0.0
8,-114.01,51.12,CALGARY INTL A,3031092,2017-01-09,9,2017,9,-19.5,-23.1,-21.3,39.3,0.0,0.003448275862068966,4.3,4.2
9,-114.01,51.12,CALGARY INTL A,3031092,2017-01-10,10,2017,10,-16.2,-22.1,-19.2,37.2,0.0,0.0,0.4,0.4
10,-114.01,51.12,CALGARY INTL A,3031092,2017-01-11,11,2017,11,-6.0,-23.1,-14.6,32.6,0.0,0.0,0.0,0.0
11,-114.01,51.12,CALGARY INTL A,3031092,2017-01-12,12,2017,12,-2.9,-20.1,-11.5,29.5,0.0,0.0,0.0,0.0
12,-114.01,51.12,CALGARY INTL A,3031092,2017-01-13,13,2017,13,-2.6,-13.4,-8.0,26.0,0.0,0.0,0.0,0.0
13,-114.01,51.12,CALGARY INTL A,3031092,2017-01-14,14,2017,14,6.2,-14.1,-4.0,22.0,0.0,0.0,0.0,0.0
14,-114.01,51.12,CALGARY INTL A,3031092,2017-01-15,15,2017,15,7.0,-1.3,2.9,15.1,0.0,0.0,0.0,0.0
15,-114.01,51.12,CALGARY INTL A,3031092,2017-01-16,16,2017,16,9.6,-6.3,1.7,16.3,0.0,0.0,0.0,0.0
16,-114.01,51.12,CALGARY INTL A,3031092,2017-01-17,17,2017,17,10.2,0.7,5.5,12.5,0.0,0.0,0.0,0.0
17,-114.01,51.12,CALGARY INTL A,3031092,2017-01-18,18,2017,18,7.7,-11.639999999999997,-6.766666666666667,24.766666666666666,0.0,0.0,0.0,0.0
18,-114.01,51.12,CALGARY INTL A,3031092,2017-01-19,19,2017,19,9.9,-0.8,4.6,13.4,0.0,0.0,0.0,0.0
19,-114.01,51.12,CALGARY INTL A,3031092,2017-01-20,20,2017,20,5.7,-7.8,-1.1,19.1,0.0,0.0,0.0,0.0
20,-114.01,51.12,CALGARY INTL A,3031092,2017-01-21,21,2017,21,2.1,-10.3,-4.1,22.1,0.0,0.0,0.0,0.0
21,-114.01,51.12,CALGARY INTL A,3031092,2017-01-22,22,2017,22,-3.1,-6.3,-4.7,22.7,0.0,0.0,0.2,0.2
22,-114.01,51.12,CALGARY INTL A,3031092,2017-01-23,23,2017,23,-3.2,-7.5,-5.4,23.4,0.0,0.0,0.0,0.0
23,-114.01,51.12,CALGARY INTL A,3031092,2017-01-24,24,2017,24,0.5,-11.1,-5.3,23.3,0.0,0.0,0.0,0.0
24,-114.01,51.12,CALGARY INTL A,3031092,2017-01-25,25,2017,25,1.6,-7.2,-2.8,20.8,0.0,0.0,0.0,0.0
25,-114.01,51.12,CALGARY INTL A,3031092,2017-01-26,26,2017,26,4.8,-6.9,-1.1,19.1,0.0,0.0,0.0,0.0
26,-114.01,51.12,CALGARY INTL A,3031092,2017-01-27,27,2017,27,7.4,-7.4,0.0,18.0,0.0,0.0,0.0,0.0
27,-114.01,51.12,CALGARY INTL A,3031092,2017-01-28,28,2017,28,10.8,5.8,8.3,9.7,0.0,0.0,0.0,0.0
28,-114.01,51.12,CALGARY INTL A,3031092,2017-01-29,29,2017,29,13.0,4.8,8.9,9.1,0.0,0.0,0.0,0.0
29,-114.01,51.12,CALGARY INTL A,3031092,2017-01-30,30,2017,30,5.3,-4.7,0.3,17.7,0.0,0.0,0.0,0.0
30,-114.01,51.12,CALGARY INTL A,3031092,2017-01-31,31,2017,31,-4.6,-12.1,-8.3,26.3,0.0,0.0,0.2,0.2
31,-114.01,51.12,CALGARY INTL A,3031092,2017-02-01,32,2017,1,-7.1,-11.8,-9.5,27.5,0.0,0.2,0.0,0.2
32,-114.01,51.12,CALGARY INTL A,3031092,2017-02-02,33,2017,2,-6.2,-14.7,-10.5,28.5,0.0,0.0,0.0,0.0
33,-114.01,51.12,CALGARY INTL A,3031092,2017-02-03,34,2017,3,-11.1,-18.6,-14.9,32.9,0.0,0.0,2.8,2.8
34,-114.01,51.12,CALGARY INTL A,3031092,2017-02-04,35,2017,4,-14.2,-17.4,-15.8,33.8,0.0,0.007407407407407408,3.6,2.8
35,-114.01,51.12,CALGARY INTL A,3031092,2017-02-05,36,2017,5,-16.0,-19.8,-17.9,35.9,0.0,0.0,9.6,8.4
36,-114.01,51.12,CALGARY INTL A,3031092,2017-02-06,37,2017,6,-19.6,-25.2,-22.4,40.4,0.0,0.0,8.6,7.8
37,-114.01,51.12,CALGARY INTL A,3031092,2017-02-07,38,2017,7,-20.9,-29.6,-25.3,43.3,0.0,0.0,0.0,0.0
38,-114.01,51.12,CALGARY INTL A,3031092,2017-02-08,39,2017,8,-13.7,-29.5,-21.6,39.6,0.0,0.0,0.0,0.0
39,-114.01,51.12,CALGARY INTL A,3031092,2017-02-09,40,2017,9,-6.9,-17.3,-12.1,30.1,0.0,0.0,0.0,0.0
40,-114.01,51.12,CALGARY INTL A,3031092,2017-02-10,41,2017,10,5.9,-16.4,-5.3,23.3,0.0,0.0,0.0,0.0
41,-114.01,51.12,CALGARY INTL A,3031092,2017-02-11,42,2017,11,2.7,-8.1,-2.7,20.7,0.0,0.0,0.0,0.0
42,-114.01,51.12,CALGARY INTL A,3031092,2017-02-12,43,2017,12,6.3,-4.2,1.1,16.9,0.0,0.0,0.0,0.0
43,-114.01,51.12,CALGARY INTL A,3031092,2017-02-13,44,2017,13,9.2,2.9,6.1,11.9,0.0,0.0,0.0,0.0
44,-114.01,51.12,CALGARY INTL A,3031092,2017-02-14,45,2017,14,12.1,-3.4,4.4,13.6,0.0,0.0,0.0,0.0
45,-114.01,51.12,CALGARY INTL A,3031092,2017-02-15,46,2017,15,16.4,-2.3,7.1,10.9,0.0,0.0,0.0,0.0
46,-114.01,51.12,CALGARY INTL A,3031092,2017-02-16,47,2017,16,15.0,-0.4,7.3,10.7,0.0,0.0,0.0,0.0
47,-114.01,51.12,CALGARY INTL A,3031092,2017-02-17,48,2017,17,9.9,-1.9,4.0,14.0,0.0,0.0,0.0,0.0
48,-114.01,51.12,CALGARY INTL A,3031092,2017-02-18,49,2017,18,1.7,-5.4,-1.9,19.9,0.0,0.0,3.6,2.4
49,-114.01,51.12,CALGARY INTL A,3031092,2017-02-19,50,2017,19,1.4,-4.0,-1.3,19.3,0.0,0.0,0.0,0.0
50,-114.01,51.12,CALGARY INTL A,3031092,2017-02-20,51,2017,20,0.8,-7.1,-3.2,21.2,0.0,0.0,0.0,0.0
51,-114.01,51.12,CALGARY INTL A,3031092,2017-02-21,52,2017,21,1.6,-11.648148148148145,-7.081481481481482,25.081481481481475,0.0,0.0,0.0,0.0
52,-114.01,51.12,CALGARY INTL A,3031092,2017-02-22,53,2017,22,-1.3,-6.2,-3.8,21.8,0.0,0.0,0.8,0.8
53,-114.01,51.12,CALGARY INTL A,3031092,2017-02-23,54,2017,23,-2.4,-8.0,-5.2,23.2,0.0,0.0,0.2,0.2
54,-114.01,51.12,CALGARY INTL A,3031092,2017-02-24,55,2017,24,-5.9,-11.0,-8.5,26.5,0.0,0.0,4.0,3.6
55,-114.01,51.12,CALGARY INTL A,3031092,2017-02-25,56,2017,25,-3.1,-10.5,-6.8,24.8,0.0,0.0,1.2,1.0
56,-114.01,51.12,CALGARY INTL A,3031092,2017-02-26,57,2017,26,-5.9,-13.5,-9.7,27.7,0.0,0.0,1.4,0.8
57,-114.01,51.12,CALGARY INTL A,3031092,2017-02-27,58,2017,27,-8.6,-17.2,-12.9,30.9,0.0,0.0,0.0,0.0
58,-114.01,51.12,CALGARY INTL A,3031092,2017-02-28,59,2017,28,-5.9,-13.9,-9.9,27.9,0.0,0.0,0.0,0.0
59,-114.01,51.12,CALGARY INTL A,3031092,2017-03-01,60,2017,1,0.7,-12.7,-6.0,24.0,0.0,0.0,0.0,0.0
60,-114.01,51.12,CALGARY INTL A,3031092,2017-03-02,61,2017,2,2.5,-11.7,-4.6,22.6,0.0,0.0,0.0,0.0
61,-114.01,51.12,CALGARY INTL A,3031092,2017-03-03,62,2017,3,9.6,-5.9,1.9,16.1,0.0,0.0,0.0,0.0
62,-114.01,51.12,CALGARY INTL A,3031092,2017-03-04,63,2017,4,-3.5,-12.3,-7.9,25.9,0.0,0.0,0.0,0.0
63,-114.01,51.12,CALGARY INTL A,3031092,2017-03-05,64,2017,5,-9.9,-13.4,-11.7,29.7,0.0,0.0,2.4,2.2
64,-114.01,51.12,CALGARY INTL A,3031092,2017-03-06,65,2017,6,-9.8,-14.6,-12.2,30.2,0.0,0.0,0.2,0.2
65,-114.01,51.12,CALGARY INTL A,3031092,2017-03-07,66,2017,7,-9.8,-16.2,-13.0,31.0,0.0,0.0,0.0,0.0
66,-114.01,51.12,CALGARY INTL A,3031092,2017-03-08,67,2017,8,-13.8,-20.2,-17.0,35.0,0.0,0.0,6.1,5.5
67,-114.01,51.12,CALGARY INTL A,3031092,2017-03-09,68,2017,9,-17.2,-22.4,-19.8,37.8,0.0,0.0,2.6,2.0
68,-114.01,51.12,CALGARY INTL A,3031092,2017-03-10,69,2017,10,-16.9,-20.3,-18.6,36.6,0.0,0.0,3.1,2.3
69,-114.01,51.12,CALGARY INTL A,3031092,2017-03-11,70,2017,11,-15.1,-20.3,-17.7,35.7,0.0,0.0,1.0,0.8
70,-114.01,51.12,CALGARY INTL A,3031092,2017-03-12,71,2017,12,-12.3,-19.2,-15.8,33.8,0.0,0.0,0.0,0.0
71,-114.01,51.12,CALGARY INTL A,3031092,2017-03-13,72,2017,13,9.3,-16.4,-3.6,21.6,0.0,0.0,0.0,0.0
72,-114.01,51.12,CALGARY INTL A,3031092,2017-03-14,73,2017,14,9.2,-0.8,4.2,13.8,0.0,0.0,0.0,0.0
73,-114.01,51.12,CALGARY INTL A,3031092,2017-03-15,74,2017,15,14.5,-2.2,6.2,11.8,0.0,0.0,0.0,0.0
74,-114.01,51.12,CALGARY INTL A,3031092,2017-03-16,75,2017,16,9.5,-1.4,4.1,13.9,0.0,0.0,1.3,1.0
75,-114.01,51.12,CALGARY INTL A,3031092,2017-03-17,76,2017,17,6.2,-4.8,0.7,17.3,0.0,0.0,0.0,0.0
76,-114.01,51.12,CALGARY INTL A,3031092,2017-03-18,77,2017,18,15.4,-3.5,6.0,12.0,0.0,0.6,0.0,0.6
77,-114.01,51.12,CALGARY INTL A,3031092,2017-03-19,78,2017,19,4.5,-5.1,-0.3,18.3,0.0,0.0,0.0,0.0
78,-114.01,51.12,CALGARY INTL A,3031092,2017-03-20,79,2017,20,1.2,-7.0,-2.9,20.9,0.0,0.0,0.0,0.0
79,-114.01,51.12,CALGARY INTL A,3031092,2017-03-21,80,2017,21,5.8,-4.5,0.7,17.3,0.0,0.0,0.0,0.0
80,-114.01,51.12,CALGARY INTL A,3031092,2017-03-22,81,2017,22,14.0,-1.1,6.5,11.5,0.0,1.4,0.0,1.4
81,-114.01,51.12,CALGARY INTL A,3031092,2017-03-23,82,2017,23,10.9,-1.8,4.6,13.4,0.0,0.2,0.0,0.2
82,-114.01,51.12,CALGARY INTL A,3031092,2017-03-24,83,2017,24,13.9,-3.6,5.2,12.8,0.0,0.0,0.0,0.0
83,-114.01,51.12,CALGARY INTL A,3031092,2017-03-25,84,2017,25,12.3,-0.2,6.1,11.9,0.0,0.0,0.0,0.0
84,-114.01,51.12,CALGARY INTL A,3031092,2017-03-26,85,2017,26,10.3,-4.6,2.9,15.1,0.0,0.0,0.0,0.0
85,-114.01,51.12,CALGARY INTL A,3031092,2017-03-27,86,2017,27,12.3,0.8,6.6,11.4,0.0,0.0,0.0,0.0
86,-114.01,51.12,CALGARY INTL A,3031092,2017-03-28,87,2017,28,11.6,-2.2,4.7,13.3,0.0,0.0,0.0,0.0
87,-114.01,51.12,CALGARY INTL A,3031092,2017-03-29,88,2017,29,11.3,-1.4,5.0,13.0,0.0,0.0,0.0,0.0
88,-114.01,51.12,CALGARY INTL A,3031092,2017-03-30,89,2017,30,11.6,-2.1,4.8,13.2,0.0,0.0,0.0,0.0
89,-114.01,51.12,CALGARY INTL A,3031092,2017-03-31,90,2017,31,14.6,-2.5,6.1,11.9,0.0,0.0,0.0,0.0
90,-114.01,51.12,CALGARY INTL A,3031092,2017-04-01,91,2017,1,15.6,-0.7,7.5,10.5,0.0,0.2,0.0,0.2
91,-114.01,51.12,CALGARY INTL A,3031092,2017-04-02,92,2017,2,3.7,-2.0,0.9,17.1,0.0,0.0,7.2,7.2
92,-114.01,51.12,CALGARY INTL A,3031092,2017-04-03,93,2017,3,7.6,-3.5,2.1,15.9,0.0,0.0,0.0,0.0
93,-114.01,51.12,CALGARY INTL A,3031092,2017-04-04,94,2017,4,11.4,-6.6,2.4,15.6,0.0,0.0,0.0,0.0
94,-114.01,51.12,CALGARY INTL A,3031092,2017-04-05,95,2017,5,16.7,-3.0,6.9,11.1,0.0,0.0,0.0,0.0
95,-114.01,51.12,CALGARY INTL A,3031092,2017-04-06,96,2017,6,18.0,5.0,11.5,6.5,0.0,0.0,0.0,0.0
96,-114.01,51.12,CALGARY INTL A,3031092,2017-04-07,97,2017,7,10.3,-2.4,4.0,14.0,0.0,11.8,0.0,11.8
97,-114.01,51.12,CALGARY INTL A,3031092,2017-04-08,98,2017,8,12.3,2.4,7.4,10.6,0.0,0.0,0.0,0.2
98,-114.01,51.12,CALGARY INTL A,3031092,2017-04-09,99,2017,9,7.7,1.4,4.6,13.4,0.0,0.8,0.0,0.8
99,-114.01,51.12,CALGARY INTL A,3031092,2017-04-10,100,2017,10,11.5,-2.6,4.5,13.5,0.0,0.0,0.0,0.0
100,-114.01,51.12,CALGARY INTL A,3031092,2017-04-11,101,2017,11,9.9,-0.3,4.8,13.2,0.0,0.0,0.0,0.0
101,-114.01,51.12,CALGARY INTL A,3031092,2017-04-12,102,2017,12,7.0,-1.1,3.0,15.0,0.0,0.4,0.0,0.4
102,-114.01,51.12,CALGARY INTL A,3031092,2017-04-13,103,2017,13,3.8,0.2,2.0,16.0,0.0,12.1,2.4,14.5
103,-114.01,51.12,CALGARY INTL A,3031092,2017-04-14,104,2017,14,11.3,-0.1,5.6,12.4,0.0,0.0,0.0,0.0
104,-114.01,51.12,CALGARY INTL A,3031092,2017-04-15,105,2017,15,3.9,-3.4,0.3,17.7,0.0,0.0,1.2,1.2
105,-114.01,51.12,CALGARY INTL A,3031092,2017-04-16,106,2017,16,8.6,-5.5,1.6,16.4,0.0,0.0,0.0,0.0
106,-114.01,51.12,CALGARY INTL A,3031092,2017-04-17,107,2017,17,11.6,-1.4,5.1,12.9,0.0,0.0,0.0,0.0
107,-114.01,51.12,CALGARY INTL A,3031092,2017-04-18,108,2017,18,14.4,0.8,7.6,10.4,0.0,0.4,0.0,0.4
108,-114.01,51.12,CALGARY INTL A,3031092,2017-04-19,109,2017,19,13.8,1.6,7.7,10.3,0.0,4.0,0.0,4.0
109,-114.01,51.12,CALGARY INTL A,3031092,2017-04-20,110,2017,20,15.2,0.9,8.1,9.9,0.0,0.2,0.0,0.2
110,-114.01,51.12,CALGARY INTL A,3031092,2017-04-21,111,2017,21,10.7,2.6,6.7,11.3,0.0,0.4,0.0,0.4
111,-114.01,51.12,CALGARY INTL A,3031092,2017-04-22,112,2017,22,12.6,-1.4,5.6,12.4,0.0,7.2,0.0,7.2
112,-114.01,51.12,CALGARY INTL A,3031092,2017-04-23,113,2017,23,10.9,1.2,6.1,11.9,0.0,3.2,0.0,3.2
113,-114.01,51.12,CALGARY INTL A,3031092,2017-04-24,114,2017,24,4.5,-0.1,2.2,15.8,0.0,4.2,0.0,4.2
114,-114.01,51.12,CALGARY INTL A,3031092,2017-04-25,115,2017,25,1.2,-2.4,-0.6,18.6,0.0,1.6103448275862067,5.2,9.0
115,-114.01,51.12,CALGARY INTL A,3031092,2017-04-26,116,2017,26,3.6,-3.0,0.3,17.7,0.0,0.0,0.0,0.0
116,-114.01,51.12,CALGARY INTL A,3031092,2017-04-27,117,2017,27,8.5,0.7,4.6,13.4,0.0,0.0,0.4,0.4
117,-114.01,51.12,CALGARY INTL A,3031092,2017-04-28,118,2017,28,9.7,0.0,4.9,13.1,0.0,0.0,0.2,0.2
118,-114.01,51.12,CALGARY INTL A,3031092,2017-04-29,119,2017,29,13.5,1.5,7.5,10.5,0.0,0.0,0.0,0.0
119,-114.01,51.12,CALGARY INTL A,3031092,2017-04-30,120,2017,30,14.2,4.0,9.1,8.9,0.0,1.8,0.0,1.8
120,-114.01,51.12,CALGARY INTL A,3031092,2017-05-01,121,2017,1,13.0,1.3,7.2,10.8,0.0,0.0,0.0,0.0
121,-114.01,51.12,CALGARY INTL A,3031092,2017-05-02,122,2017,2,12.5,2.0,7.3,10.7,0.0,0.0,0.0,0.0
122,-114.01,51.12,CALGARY INTL A,3031092,2017-05-03,123,2017,3,21.3,-0.1,10.6,7.4,0.0,0.0,0.0,0.0
123,-114.01,51.12,CALGARY INTL A,3031092,2017-05-04,124,2017,4,24.0,9.3,16.7,1.3,0.0,0.0,0.0,0.0
124,-114.01,51.12,CALGARY INTL A,3031092,2017-05-05,125,2017,5,25.4,6.8,16.1,1.9,0.0,0.0,0.0,0.0
125,-114.01,51.12,CALGARY INTL A,3031092,2017-05-06,126,2017,6,24.2,8.2,16.2,1.8,0.0,0.0,0.0,0.0
126,-114.01,51.12,CALGARY INTL A,3031092,2017-05-07,127,2017,7,11.1,3.7,7.4,10.6,0.0,0.0,0.0,0.0
127,-114.01,51.12,CALGARY INTL A,3031092,2017-05-08,128,2017,8,17.0,2.4,9.7,8.3,0.0,0.0,0.0,0.0
128,-114.01,51.12,CALGARY INTL A,3031092,2017-05-09,129,2017,9,15.9,8.5,12.2,5.8,0.0,0.2,0.0,0.2
129,-114.01,51.12,CALGARY INTL A,3031092,2017-05-10,130,2017,10,21.0,5.8,13.4,4.6,0.0,0.0,0.0,0.0
130,-114.01,51.12,CALGARY INTL A,3031092,2017-05-11,131,2017,11,22.8,5.0,13.9,4.1,0.0,1.6,0.0,1.6
131,-114.01,51.12,CALGARY INTL A,3031092,2017-05-12,132,2017,12,19.7,9.3,14.5,3.5,0.0,2.0,0.0,2.0
132,-114.01,51.12,CALGARY INTL A,3031092,2017-05-13,133,2017,13,16.3,5.1,10.7,7.3,0.0,2.2,0.0,2.2
133,-114.01,51.12,CALGARY INTL A,3031092,2017-05-14,134,2017,14,12.9,3.2,8.1,9.9,0.0,2.0,0.0,2.0
134,-114.01,51.12,CALGARY INTL A,3031092,2017-05-15,135,2017,15,14.7,5.803448275862069,12.693103448275862,5.4655172413793105,0.1586206896551724,0.0,0.0,0.0
135,-114.01,51.12,CALGARY INTL A,3031092,2017-05-16,136,2017,16,13.1,-0.6,6.3,11.7,0.0,0.0,0.0,0.0
