,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Day_of_Year,Year,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm)
0,-114.01,51.12,CALGARY INTL A,3031092,2023-01-01,1,2023,1,2.4,-8.2,-2.9,20.9,0.0,0.0,0.0,0.0
1,-114.01,51.12,CALGARY INTL A,3031092,2023-01-02,2,2023,2,1.2,-12.1,-5.5,23.5,0.0,0.0,0.0,0.0
2,-114.01,51.12,CALGARY INTL A,3031092,2023-01-03,3,2023,3,1.1,-13.0,-6.0,24.0,0.0,0.0,0.0,0.0
3,-114.01,51.12,CALGARY INTL A,3031092,2023-01-04,4,2023,4,0.9,-11.6,-5.4,23.4,0.0,0.0,0.0,0.0
4,-114.01,51.12,CALGARY INTL A,3031092,2023-01-05,5,2023,5,-6.4,-15.8,-11.1,29.1,0.0,0.0,0.0,0.0
5,-114.01,51.12,CALGARY INTL A,3031092,2023-01-06,6,2023,6,9.7,-7.8,1.0,17.0,0.0,0.0,0.0,0.0
6,-114.01,51.12,CALGARY INTL A,3031092,2023-01-07,7,2023,7,7.1,-4.6,1.3,16.7,0.0,0.0,0.0,0.0
7,-114.01,51.12,CALGARY INTL A,3031092,2023-01-08,8,2023,8,2.5,-5.6,-1.6,19.6,0.0,0.0,0.0,0.0
8,-114.01,51.12,CALGARY INTL A,3031092,2023-01-09,9,2023,9,6.1,-5.7,0.2,17.8,0.0,0.0,0.0,0.0
9,-114.01,51.12,CALGARY INTL A,3031092,2023-01-10,10,2023,10,4.4,-9.7,-2.7,20.7,0.0,0.0,0.0,0.0
10,-114.01,51.12,CALGARY INTL A,3031092,2023-01-11,11,2023,11,-0.8,-13.0,-6.9,24.9,0.0,0.0,0.0,0.0
11,-114.01,51.12,CALGARY INTL A,3031092,2023-01-12,12,2023,12,6.2,-11.9,-2.9,20.9,0.0,0.0,0.0,0.0
12,-114.01,51.12,CALGARY INTL A,3031092,2023-01-13,13,2023,13,8.5,-3.3,2.6,15.4,0.0,0.0,0.0,0.0
13,-114.01,51.12,CALGARY INTL A,3031092,2023-01-14,14,2023,14,6.8,-2.5,2.2,15.8,0.0,0.0,0.0,0.0
14,-114.01,51.12,CALGARY INTL A,3031092,2023-01-15,15,2023,15,0.4,-5.8,-2.7,20.7,0.0,0.0,0.0,0.0
15,-114.01,51.12,CALGARY INTL A,3031092,2023-01-16,16,2023,16,-2.4,-10.2,-6.3,24.3,0.0,0.0,0.0,0.0
16,-114.01,51.12,CALGARY INTL A,3031092,2023-01-17,17,2023,17,4.5,-12.7,-4.1,22.1,0.0,0.0,0.0,0.0
17,-114.01,51.12,CALGARY INTL A,3031092,2023-01-18,18,2023,18,4.3,-9.9,-2.8,20.8,0.0,0.0,0.0,0.0
18,-114.01,51.12,CALGARY INTL A,3031092,2023-01-19,19,2023,19,4.7,-8.8,-2.1,20.1,0.0,0.0,0.0,0.0
19,-114.01,51.12,CALGARY INTL A,3031092,2023-01-20,20,2023,20,5.0,-7.2,-1.1,19.1,0.0,0.0,0.0,0.0
20,-114.01,51.12,CALGARY INTL A,3031092,2023-01-21,21,2023,21,2.086666666666667,-9.703333333333331,-3.8199999999999994,21.82,0.0,0.0,0.0,0.0
21,-114.01,51.12,CALGARY INTL A,3031092,2023-01-22,22,2023,22,6.6,-7.5,-0.5,18.5,0.0,0.0,1.2,1.1
22,-114.01,51.12,CALGARY INTL A,3031092,2023-01-23,23,2023,23,4.8,-11.8,-3.5,21.5,0.0,0.0,0.0,0.0
23,-114.01,51.12,CALGARY INTL A,3031092,2023-01-24,24,2023,24,3.2,-4.7,-0.8,18.8,0.0,0.0,0.0,0.0
24,-114.01,51.12,CALGARY INTL A,3031092,2023-01-25,25,2023,25,5.3,-3.9,0.7,17.3,0.0,0.0,0.2,0.2
25,-114.01,51.12,CALGARY INTL A,3031092,2023-01-26,26,2023,26,9.0,-0.1,4.5,13.5,0.0,0.0,0.0,0.0
26,-114.01,51.12,CALGARY INTL A,3031092,2023-01-27,27,2023,27,1.3,-13.2,-6.0,24.0,0.0,0.0,16.0,13.8
27,-114.01,51.12,CALGARY INTL A,3031092,2023-01-28,28,2023,28,-13.1,-21.5,-17.3,35.3,0.0,0.0,2.4,1.2
28,-114.01,51.12,CALGARY INTL A,3031092,2023-01-29,29,2023,29,-9.2,-22.3,-15.8,33.8,0.0,0.0,0.6,0.4
29,-114.01,51.12,CALGARY INTL A,3031092,2023-01-30,30,2023,30,-6.0,-11.0,-8.5,26.5,0.0,0.0,2.0,1.6
30,-114.01,51.12,CALGARY INTL A,3031092,2023-01-31,31,2023,31,-5.5,-15.7,-10.6,28.6,0.0,0.0,0.0,0.0
31,-114.01,51.12,CALGARY INTL A,3031092,2023-02-01,32,2023,1,-8.8,-16.3,-12.6,30.6,0.0,0.0,0.0,0.0
32,-114.01,51.12,CALGARY INTL A,3031092,2023-02-02,33,2023,2,4.3,-17.2,-6.5,24.5,0.0,0.0,0.0,0.0
33,-114.01,51.12,CALGARY INTL A,3031092,2023-02-03,34,2023,3,10.2,-2.8,3.7,14.3,0.0,0.0,0.0,0.0
34,-114.01,51.12,CALGARY INTL A,3031092,2023-02-04,35,2023,4,7.7,-4.6,1.6,16.4,0.0,0.0,0.0,0.0
35,-114.01,51.12,CALGARY INTL A,3031092,2023-02-05,36,2023,5,7.7,-5.0,1.4,16.6,0.0,0.0,0.0,0.0
36,-114.01,51.12,CALGARY INTL A,3031092,2023-02-06,37,2023,6,8.7,-5.9,1.4,16.6,0.0,0.0,0.0,0.0
37,-114.01,51.12,CALGARY INTL A,3031092,2023-02-07,38,2023,7,7.9,-2.0,3.0,15.0,0.0,0.0,0.0,0.0
38,-114.01,51.12,CALGARY INTL A,3031092,2023-02-08,39,2023,8,4.2,-4.6,-0.2,18.2,0.0,0.0,0.0,0.0
39,-114.01,51.12,CALGARY INTL A,3031092,2023-02-09,40,2023,9,7.2,-7.9,-0.4,18.4,0.0,0.0,0.0,0.0
40,-114.01,51.12,CALGARY INTL A,3031092,2023-02-10,41,2023,10,7.6,-4.8,1.4,16.6,0.0,0.0,0.0,0.0
41,-114.01,51.12,CALGARY INTL A,3031092,2023-02-11,42,2023,11,7.5,-4.9,1.3,16.7,0.0,0.0,0.0,0.0
42,-114.01,51.12,CALGARY INTL A,3031092,2023-02-12,43,2023,12,10.9,-1.1,4.9,13.1,0.0,0.0,0.0,0.0
43,-114.01,51.12,CALGARY INTL A,3031092,2023-02-13,44,2023,13,8.5,-2.8,2.9,15.1,0.0,0.0,0.0,0.0
44,-114.01,51.12,CALGARY INTL A,3031092,2023-02-14,45,2023,14,-1.4,-10.0,-5.7,23.7,0.0,0.0,0.0,0.0
45,-114.01,51.12,CALGARY INTL A,3031092,2023-02-15,46,2023,15,3.4,-11.6,-4.1,22.1,0.0,0.0,0.0,0.0
46,-114.01,51.12,CALGARY INTL A,3031092,2023-02-16,47,2023,16,8.7,-8.3,0.2,17.8,0.0,0.0,0.0,0.0
47,-114.01,51.12,CALGARY INTL A,3031092,2023-02-17,48,2023,17,3.9,-6.0,-1.1,19.1,0.0,0.0,0.0,0.0
48,-114.01,51.12,CALGARY INTL A,3031092,2023-02-18,49,2023,18,4.1,-3.7,0.2,17.8,0.0,0.0,0.0,0.0
49,-114.01,51.12,CALGARY INTL A,3031092,2023-02-19,50,2023,19,6.7,-4.3,1.2,16.8,0.0,0.0,2.0,1.6
50,-114.01,51.12,CALGARY INTL A,3031092,2023-02-20,51,2023,20,-1.9,-10.5,-6.2,24.2,0.0,0.0,12.1,11.7
51,-114.01,51.12,CALGARY INTL A,3031092,2023-02-21,52,2023,21,-8.7,-20.2,-14.5,32.5,0.0,0.0,8.4,7.4
52,-114.01,51.12,CALGARY INTL A,3031092,2023-02-22,53,2023,22,-20.0,-26.2,-23.1,41.1,0.0,0.0,3.2,3.0
53,-114.01,51.12,CALGARY INTL A,3031092,2023-02-23,54,2023,23,-25.7,-29.7,-27.7,45.7,0.0,0.0,0.4,0.4
54,-114.01,51.12,CALGARY INTL A,3031092,2023-02-24,55,2023,24,-14.7,-28.4,-21.6,39.6,0.0,0.0,0.0,0.0
55,-114.01,51.12,CALGARY INTL A,3031092,2023-02-25,56,2023,25,-7.0,-19.4,-13.2,31.2,0.0,0.0,0.0,0.0
56,-114.01,51.12,CALGARY INTL A,3031092,2023-02-26,57,2023,26,-0.2,-14.3,-7.3,25.3,0.0,0.0,0.0,0.0
57,-114.01,51.12,CALGARY INTL A,3031092,2023-02-27,58,2023,27,-3.2,-13.4,-8.3,26.3,0.0,0.0,0.0,0.0
58,-114.01,51.12,CALGARY INTL A,3031092,2023-02-28,59,2023,28,-9.6,-14.1,-11.9,29.9,0.0,0.0,6.0,5.7
59,-114.01,51.12,CALGARY INTL A,3031092,2023-03-01,60,2023,1,-3.4,-12.9,-8.2,26.2,0.0,0.0,1.2,0.2
60,-114.01,51.12,CALGARY INTL A,3031092,2023-03-02,61,2023,2,5.2,-5.3,-0.1,18.1,0.0,0.0,0.0,0.0
61,-114.01,51.12,CALGARY INTL A,3031092,2023-03-03,62,2023,3,0.8,-7.8,-3.5,21.5,0.0,0.0,0.6,0.6
62,-114.01,51.12,CALGARY INTL A,3031092,2023-03-04,63,2023,4,-4.8,-16.0,-10.4,28.4,0.0,0.0,0.4,0.2
63,-114.01,51.12,CALGARY INTL A,3031092,2023-03-05,64,2023,5,-9.7,-17.2,-13.5,31.5,0.0,0.0,6.5,5.7
64,-114.01,51.12,CALGARY INTL A,3031092,2023-03-06,65,2023,6,-15.7,-20.2,-18.0,36.0,0.0,0.0,0.4,0.4
65,-114.01,51.12,CALGARY INTL A,3031092,2023-03-07,66,2023,7,-12.3,-18.3,-15.3,33.3,0.0,0.0,0.4,0.3
66,-114.01,51.12,CALGARY INTL A,3031092,2023-03-08,67,2023,8,-13.6,-15.8,-14.7,32.7,0.0,0.0,0.6,0.4
67,-114.01,51.12,CALGARY INTL A,3031092,2023-03-09,68,2023,9,-12.3,-19.3,-15.8,33.8,0.0,0.0,0.2,0.2
68,-114.01,51.12,CALGARY INTL A,3031092,2023-03-10,69,2023,10,-11.6,-20.3,-16.0,34.0,0.0,0.0,3.4,8.2
69,-114.01,51.12,CALGARY INTL A,3031092,2023-03-11,70,2023,11,-10.1,-17.1,-13.6,31.6,0.0,0.0,1.0,0.8
70,-114.01,51.12,CALGARY INTL A,3031092,2023-03-12,71,2023,12,-11.4,-17.5,-14.5,32.5,0.0,0.0,0.0,0.0
71,-114.01,51.12,CALGARY INTL A,3031092,2023-03-13,72,2023,13,-1.1,-16.8,-9.0,27.0,0.0,0.0,0.0,0.0
72,-114.01,51.12,CALGARY INTL A,3031092,2023-03-14,73,2023,14,1.5,-11.0,-4.8,22.8,0.0,0.0,0.4,0.4
73,-114.01,51.12,CALGARY INTL A,3031092,2023-03-15,74,2023,15,0.8,-13.2,-6.2,24.2,0.0,0.0,0.0,0.0
74,-114.01,51.12,CALGARY INTL A,3031092,2023-03-16,75,2023,16,1.8,-9.0,-3.6,21.6,0.0,0.0,0.0,0.0
75,-114.01,51.12,CALGARY INTL A,3031092,2023-03-17,76,2023,17,2.4,-11.1,-4.4,22.4,0.0,0.0,0.0,0.0
76,-114.01,51.12,CALGARY INTL A,3031092,2023-03-18,77,2023,18,4.1,-9.0,-2.5,20.5,0.0,0.0,0.0,0.0
77,-114.01,51.12,CALGARY INTL A,3031092,2023-03-19,78,2023,19,4.7,-9.0,-2.2,20.2,0.0,0.0,0.0,0.0
78,-114.01,51.12,CALGARY INTL A,3031092,2023-03-20,79,2023,20,2.6,-9.4,-3.4,21.4,0.0,0.0,0.0,0.0
79,-114.01,51.12,CALGARY INTL A,3031092,2023-03-21,80,2023,21,-0.9,-8.1,-4.5,22.5,0.0,0.0,0.0,0.0
80,-114.01,51.12,CALGARY INTL A,3031092,2023-03-22,81,2023,22,8.3,-9.3,-0.5,18.5,0.0,0.0,0.0,0.0
81,-114.01,51.12,CALGARY INTL A,3031092,2023-03-23,82,2023,23,7.8,-6.3,0.8,17.2,0.0,0.0,0.0,0.0
82,-114.01,51.12,CALGARY INTL A,3031092,2023-03-24,83,2023,24,3.1,-6.2,-1.6,19.6,0.0,0.0,0.0,0.0
83,-114.01,51.12,CALGARY INTL A,3031092,2023-03-25,84,2023,25,4.8,-7.7,-1.5,19.5,0.0,0.0,0.0,0.0
84,-114.01,51.12,CALGARY INTL A,3031092,2023-03-26,85,2023,26,0.7,-4.5,-1.9,19.9,0.0,0.0,0.0,0.0
85,-114.01,51.12,CALGARY INTL A,3031092,2023-03-27,86,2023,27,-3.0,-8.9,-6.0,24.0,0.0,0.0,3.0,2.2
86,-114.01,51.12,CALGARY INTL A,3031092,2023-03-28,87,2023,28,-0.9,-11.4,-6.2,24.2,0.0,0.0,0.0,0.0
87,-114.01,51.12,CALGARY INTL A,3031092,2023-03-29,88,2023,29,6.7,-9.5,-1.4,19.4,0.0,0.0,0.0,0.0
88,-114.01,51.12,CALGARY INTL A,3031092,2023-03-30,89,2023,30,2.1,-5.6,-1.8,19.8,0.0,0.0,0.0,0.0
89,-114.01,51.12,CALGARY INTL A,3031092,2023-03-31,90,2023,31,11.8,-6.5,2.7,15.3,0.0,0.0,0.0,0.0
90,-114.01,51.12,CALGARY INTL A,3031092,2023-04-01,91,2023,1,8.2,0.6,4.4,13.6,0.0,0.0,0.0,0.0
91,-114.01,51.12,CALGARY INTL A,3031092,2023-04-02,92,2023,2,4.4,-1.5,1.5,16.5,0.0,0.0,0.0,0.0
92,-114.01,51.12,CALGARY INTL A,3031092,2023-04-03,93,2023,3,1.8,-4.8,-1.5,19.5,0.0,0.0,0.0,0.0
93,-114.01,51.12,CALGARY INTL A,3031092,2023-04-04,94,2023,4,1.4,-7.2,-2.9,20.9,0.0,0.0,0.0,0.0
94,-114.01,51.12,CALGARY INTL A,3031092,2023-04-05,95,2023,5,5.0,-8.7,-1.9,19.9,0.0,0.0,0.0,0.0
95,-114.01,51.12,CALGARY INTL A,3031092,2023-04-06,96,2023,6,8.4,-5.7,1.4,16.6,0.0,0.0,0.0,0.0
96,-114.01,51.12,CALGARY INTL A,3031092,2023-04-07,97,2023,7,17.4,-3.8,6.8,11.2,0.0,0.0,0.0,0.0
97,-114.01,51.12,CALGARY INTL A,3031092,2023-04-08,98,2023,8,14.0,1.6,7.8,10.2,0.0,0.0,0.0,0.0
98,-114.01,51.12,CALGARY INTL A,3031092,2023-04-09,99,2023,9,18.4,2.4,10.4,7.6,0.0,0.0,0.0,0.0
99,-114.01,51.12,CALGARY INTL A,3031092,2023-04-10,100,2023,10,13.5,1.7,7.6,10.4,0.0,0.0,0.0,0.0
100,-114.01,51.12,CALGARY INTL A,3031092,2023-04-11,101,2023,11,7.9,-0.8,3.6,14.4,0.0,0.2,0.0,0.2
101,-114.01,51.12,CALGARY INTL A,3031092,2023-04-12,102,2023,12,7.3,-4.9,1.2,16.8,0.0,0.0,1.0,1.0
102,-114.01,51.12,CALGARY INTL A,3031092,2023-04-13,103,2023,13,8.0,-5.5,1.3,16.7,0.0,0.0,0.0,0.0
103,-114.01,51.12,CALGARY INTL A,3031092,2023-04-14,104,2023,14,8.7,-6.5,1.1,16.9,0.0,0.0,0.0,0.0
104,-114.01,51.12,CALGARY INTL A,3031092,2023-04-15,105,2023,15,12.9,-4.3,4.3,13.7,0.0,0.0,0.0,0.0
105,-114.01,51.12,CALGARY INTL A,3031092,2023-04-16,106,2023,16,16.9,1.8,9.4,8.6,0.0,0.0,0.0,0.0
106,-114.01,51.12,CALGARY INTL A,3031092,2023-04-17,107,2023,17,9.4,-3.0,3.2,14.8,0.0,0.0,0.0,0.0
107,-114.01,51.12,CALGARY INTL A,3031092,2023-04-18,108,2023,18,11.9,-7.9,2.0,16.0,0.0,0.0,0.0,0.0
108,-114.01,51.12,CALGARY INTL A,3031092,2023-04-19,109,2023,19,6.4,-2.0,2.2,15.8,0.0,0.0,0.0,0.0
109,-114.01,51.12,CALGARY INTL A,3031092,2023-04-20,110,2023,20,2.0,-3.8,-0.9,18.9,0.0,0.0,0.5,0.5
110,-114.01,51.12,CALGARY INTL A,3031092,2023-04-21,111,2023,21,0.1,-3.8,-1.9,19.9,0.0,0.0,1.4,1.4
111,-114.01,51.12,CALGARY INTL A,3031092,2023-04-22,112,2023,22,11.6,-5.2,3.2,14.8,0.0,0.0,0.0,0.0
112,-114.01,51.12,CALGARY INTL A,3031092,2023-04-23,113,2023,23,15.7,-2.5,6.6,11.4,0.0,0.0,0.0,0.0
113,-114.01,51.12,CALGARY INTL A,3031092,2023-04-24,114,2023,24,15.4,3.0,9.2,8.8,0.0,0.0,0.0,0.0
114,-114.01,51.12,CALGARY INTL A,3031092,2023-04-25,115,2023,25,15.6,1.4,8.5,9.5,0.0,0.0,0.0,0.0
115,-114.01,51.12,CALGARY INTL A,3031092,2023-04-26,116,2023,26,18.0,-0.8,8.6,9.4,0.0,0.0,0.0,0.0
116,-114.01,51.12,CALGARY INTL A,3031092,2023-04-27,117,2023,27,14.9,0.7,7.8,10.2,0.0,2.2,0.8,3.0
117,-114.01,51.12,CALGARY INTL A,3031092,2023-04-28,118,2023,28,20.7,4.2,12.5,5.5,0.0,0.0,0.0,0.0
118,-114.01,51.12,CALGARY INTL A,3031092,2023-04-29,119,2023,29,21.7,2.2,12.0,6.0,0.0,0.0,0.0,0.0
119,-114.01,51.12,CALGARY INTL A,3031092,2023-04-30,120,2023,30,24.1,3.9,14.0,4.0,0.0,0.0,0.0,0.0
120,-114.01,51.12,CALGARY INTL A,3031092,2023-05-01,121,2023,1,25.9,6.8,16.4,1.6,0.0,0.0,0.0,0.0
121,-114.01,51.12,CALGARY INTL A,3031092,2023-05-02,122,2023,2,24.8,7.0,15.9,2.1,0.0,0.0,0.0,0.0
