,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Day_of_Year,Year,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm)
0,-114.01,51.12,CALGARY INTL A,3031092,2020-01-01,1,2020,1,3.0,-3.5,-0.3,18.3,0.0,0.0,0.0,0.0
1,-114.01,51.12,CALGARY INTL A,3031092,2020-01-02,2,2020,2,3.8,-9.7,-3.0,21.0,0.0,0.0,2.0,1.8
2,-114.01,51.12,CALGARY INTL A,3031092,2020-01-03,3,2020,3,-3.4433333333333334,-13.65333333333333,-8.56,26.56,0.0,0.0,0.13,0.1
3,-114.01,51.12,CALGARY INTL A,3031092,2020-01-04,4,2020,4,9.1,-3.6,2.8,15.2,0.0,0.0,1.0,0.5
4,-114.01,51.12,CALGARY INTL A,3031092,2020-01-05,5,2020,5,3.9,-11.6,-3.9,21.9,0.0,0.0,0.0,0.0
5,-114.01,51.12,CALGARY INTL A,3031092,2020-01-06,6,2020,6,0.4,-8.7,-4.2,22.2,0.0,0.0,0.0,0.0
6,-114.01,51.12,CALGARY INTL A,3031092,2020-01-07,7,2020,7,-6.4,-12.2,-9.3,27.3,0.0,0.0,0.0,0.0
7,-114.01,51.12,CALGARY INTL A,3031092,2020-01-08,8,2020,8,-7.2,-14.2,-10.7,28.7,0.0,0.0,0.0,0.0
8,-114.01,51.12,CALGARY INTL A,3031092,2020-01-09,9,2020,9,-13.4,-18.0,-15.7,33.7,0.0,0.0,0.2,0.2
9,-114.01,51.12,CALGARY INTL A,3031092,2020-01-10,10,2020,10,-6.7,-20.4,-13.6,31.6,0.0,0.0,0.0,0.0
10,-114.01,51.12,CALGARY INTL A,3031092,2020-01-11,11,2020,11,-10.4,-20.1,-15.3,33.3,0.0,0.0,0.0,0.0
11,-114.01,51.12,CALGARY INTL A,3031092,2020-01-12,12,2020,12,-19.8,-25.2,-22.5,40.5,0.0,0.0,0.2,0.2
12,-114.01,51.12,CALGARY INTL A,3031092,2020-01-13,13,2020,13,-25.0,-30.1,-27.6,45.6,0.0,0.0,0.0,0.0
13,-114.01,51.12,CALGARY INTL A,3031092,2020-01-14,14,2020,14,-28.4,-31.2,-29.8,47.8,0.0,0.0,0.0,0.0
14,-114.01,51.12,CALGARY INTL A,3031092,2020-01-15,15,2020,15,-27.0,-32.4,-29.7,47.7,0.0,0.0,0.0,0.0
15,-114.01,51.12,CALGARY INTL A,3031092,2020-01-16,16,2020,16,-27.1,-29.7,-28.4,46.4,0.0,0.0,0.5,0.3
16,-114.01,51.12,CALGARY INTL A,3031092,2020-01-17,17,2020,17,-22.6,-27.2,-24.9,42.9,0.0,0.0,0.0,0.0
17,-114.01,51.12,CALGARY INTL A,3031092,2020-01-18,18,2020,18,-18.8,-28.5,-23.7,41.7,0.0,0.0,0.0,0.0
18,-114.01,51.12,CALGARY INTL A,3031092,2020-01-19,19,2020,19,4.9,-21.7,-8.4,26.4,0.0,0.0,0.0,0.0
19,-114.01,51.12,CALGARY INTL A,3031092,2020-01-20,20,2020,20,7.9,-4.1,1.9,16.1,0.0,0.0,0.0,0.0
20,-114.01,51.12,CALGARY INTL A,3031092,2020-01-21,21,2020,21,6.5,-7.7,-0.6,18.6,0.0,0.0,0.0,0.0
21,-114.01,51.12,CALGARY INTL A,3031092,2020-01-22,22,2020,22,6.0,-4.2,0.9,17.1,0.0,0.0,0.0,0.0
22,-114.01,51.12,CALGARY INTL A,3031092,2020-01-23,23,2020,23,9.5,-8.8,0.4,17.6,0.0,0.0,0.0,0.0
23,-114.01,51.12,CALGARY INTL A,3031092,2020-01-24,24,2020,24,10.3,0.5,5.4,12.6,0.0,0.0,0.0,0.0
